scientific_name,avilist_common_name,avilist_taxon_rank,avilist_order,avilist_family,avilist_iucn_status,avilist_avibase_id,genus
Oxypogon lindenii,White-bearded Helmetcrest,species,Apodiformes,Trochilidae,LC,avibase-D750141B,Oxypogon
Oxypogon guerinii,Green-bearded Helmetcrest,species,Apodiformes,Trochilidae,LC,avibase-5C67D209,Oxypogon
Oxypogon stuebelii,Buffy Helmetcrest,species,Apodiformes,Trochilidae,VU,avibase-876F6202,Oxypogon
Chalcostigma,,genus,Apodiformes,Trochilidae,,,Chalcostigma
Chalcostigma ruficeps,Rufous-capped Thornbill,species,Apodiformes,Trochilidae,LC,avibase-8A7C972F,Chalcostigma
Chalcostigma olivaceum,Olivaceous Thornbill,species,Apodiformes,Trochilidae,LC,avibase-7D513D31,Chalcostigma
Chalcostigma olivaceum pallens,,subspecies,Apodiformes,Trochilidae,,avibase-2B7FD341,Chalcostigma
Chalcostigma olivaceum olivaceum,,subspecies,Apodiformes,Trochilidae,,avibase-617AE053,Chalcostigma
Chalcostigma stanleyi,Blue-mantled Thornbill,species,Apodiformes,Trochilidae,LC,avibase-A9F8C658,Chalcostigma
Chalcostigma stanleyi stanleyi,,subspecies,Apodiformes,Trochilidae,,avibase-6A6A4A4C,Chalcostigma
Chalcostigma stanleyi versigulare,,subspecies,Apodiformes,Trochilidae,,avibase-97388ED2,Chalcostigma
Chalcostigma stanleyi vulcani,,subspecies,Apodiformes,Trochilidae,,avibase-E79085C6,Chalcostigma
Chalcostigma heteropogon,Bronze-tailed Thornbill,species,Apodiformes,Trochilidae,LC,avibase-38D52634,Chalcostigma
Chalcostigma herrani,Rainbow-bearded Thornbill,species,Apodiformes,Trochilidae,LC,avibase-C14098B2,Chalcostigma
Chalcostigma herrani tolimae,,subspecies,Apodiformes,Trochilidae,,avibase-C5E17005,Chalcostigma
Chalcostigma herrani herrani,,subspecies,Apodiformes,Trochilidae,,avibase-CD575420,Chalcostigma
Patagona,,genus,Apodiformes,Trochilidae,,,Patagona
Patagona gigas,Giant Hummingbird,species,Apodiformes,Trochilidae,LC,avibase-59067C71,Patagona
Patagona gigas peruviana,,subspecies,Apodiformes,Trochilidae,,avibase-8AEB9777,Patagona
Patagona gigas gigas,,subspecies,Apodiformes,Trochilidae,,avibase-B062F1CA,Patagona
Lampornis,,genus,Apodiformes,Trochilidae,,,Lampornis
Lampornis viridipallens,Green-throated Mountaingem,species,Apodiformes,Trochilidae,LC,avibase-9A164FA0,Lampornis
Lampornis viridipallens amadoni,,subspecies,Apodiformes,Trochilidae,,avibase-50455033,Lampornis
Lampornis viridipallens ovandensis,,subspecies,Apodiformes,Trochilidae,,avibase-F8C07028,Lampornis
Lampornis viridipallens viridipallens,,subspecies,Apodiformes,Trochilidae,,avibase-C997FFB4,Lampornis
Lampornis viridipallens nubivagus,,subspecies,Apodiformes,Trochilidae,,avibase-AADB4C9E,Lampornis
Lampornis sybillae,Green-breasted Mountaingem,species,Apodiformes,Trochilidae,LC,avibase-4EF75683,Lampornis
Lampornis amethystinus,Amethyst-throated Mountaingem,species,Apodiformes,Trochilidae,LC,avibase-474AA2CF,Lampornis
Lampornis amethystinus amethystinus,,subspecies,Apodiformes,Trochilidae,,avibase-3922F20A,Lampornis
Lampornis amethystinus circumventus,,subspecies,Apodiformes,Trochilidae,,avibase-0F37099F,Lampornis
Lampornis amethystinus margaritae,,subspecies,Apodiformes,Trochilidae,,avibase-E9FD21D4,Lampornis
Lampornis amethystinus salvini,,subspecies,Apodiformes,Trochilidae,,avibase-FD03D86E,Lampornis
Lampornis amethystinus nobilis,,subspecies,Apodiformes,Trochilidae,,avibase-6B5E285B,Lampornis
Lampornis clemenciae,Blue-throated Mountaingem,species,Apodiformes,Trochilidae,LC,avibase-97FB2BC9,Lampornis
Lampornis clemenciae phasmorus,,subspecies,Apodiformes,Trochilidae,,avibase-B2ACFC97,Lampornis
Lampornis clemenciae bessophilus,,subspecies,Apodiformes,Trochilidae,,avibase-538F37F5,Lampornis
Lampornis clemenciae clemenciae,,subspecies,Apodiformes,Trochilidae,,avibase-E3467B2A,Lampornis
Lampornis hemileucus,White-bellied Mountaingem,species,Apodiformes,Trochilidae,LC,avibase-2A90E635,Lampornis
Lampornis calolaemus,Purple-throated Mountaingem,species,Apodiformes,Trochilidae,LC,avibase-C3F849E6,Lampornis
Lampornis calolaemus pectoralis,,subspecies,Apodiformes,Trochilidae,,avibase-E77CBAD4,Lampornis
Lampornis calolaemus calolaemus,,subspecies,Apodiformes,Trochilidae,,avibase-5D6EFEA8,Lampornis
Lampornis calolaemus homogenes,,subspecies,Apodiformes,Trochilidae,,avibase-86337F1C,Lampornis
Lampornis castaneoventris,White-throated Mountaingem,species,Apodiformes,Trochilidae,NE,avibase-6AED5E06,Lampornis
Lampornis castaneoventris cinereicauda,,subspecies,Apodiformes,Trochilidae,,avibase-AA0E632A,Lampornis
Lampornis castaneoventris castaneoventris,,subspecies,Apodiformes,Trochilidae,,avibase-12399C50,Lampornis
Lamprolaima,,genus,Apodiformes,Trochilidae,,,Lamprolaima
Lamprolaima rhami,Garnet-throated Hummingbird,species,Apodiformes,Trochilidae,LC,avibase-AD61E929,Lamprolaima
Eugenes,,genus,Apodiformes,Trochilidae,,,Eugenes
Eugenes fulgens,Rivoli's Hummingbird,species,Apodiformes,Trochilidae,LC,avibase-29019748,Eugenes
Eugenes spectabilis,Talamanca Hummingbird,species,Apodiformes,Trochilidae,LC,avibase-8FAFB437,Eugenes
Panterpe,,genus,Apodiformes,Trochilidae,,,Panterpe
Panterpe insignis,Fiery-throated Hummingbird,species,Apodiformes,Trochilidae,LC,avibase-09E88F83,Panterpe
Panterpe insignis eisenmanni,,subspecies,Apodiformes,Trochilidae,,avibase-BA399B7A,Panterpe
Panterpe insignis insignis,,subspecies,Apodiformes,Trochilidae,,avibase-033A55D9,Panterpe
Heliomaster,,genus,Apodiformes,Trochilidae,,,Heliomaster
Heliomaster longirostris,Long-billed Starthroat,species,Apodiformes,Trochilidae,LC,avibase-7DB659EF,Heliomaster
Heliomaster longirostris pallidiceps,,subspecies,Apodiformes,Trochilidae,,avibase-44AB676E,Heliomaster
Heliomaster longirostris longirostris,,subspecies,Apodiformes,Trochilidae,,avibase-4C45BC5E,Heliomaster
Heliomaster longirostris albicrissa,,subspecies,Apodiformes,Trochilidae,,avibase-52C5F6E8,Heliomaster
Heliomaster constantii,Plain-capped Starthroat,species,Apodiformes,Trochilidae,LC,avibase-CFE2C8C8,Heliomaster
Heliomaster constantii pinicola,,subspecies,Apodiformes,Trochilidae,,avibase-94BD4BFC,Heliomaster
Heliomaster constantii leocadiae,,subspecies,Apodiformes,Trochilidae,,avibase-8CE42809,Heliomaster
Heliomaster constantii constantii,,subspecies,Apodiformes,Trochilidae,,avibase-8C28B9F8,Heliomaster
Heliomaster squamosus,Stripe-breasted Starthroat,species,Apodiformes,Trochilidae,LC,avibase-CE6CB6B7,Heliomaster
Heliomaster furcifer,Blue-tufted Starthroat,species,Apodiformes,Trochilidae,LC,avibase-8E2B55E8,Heliomaster
Tilmatura,,genus,Apodiformes,Trochilidae,,,Tilmatura
