scientific_name,birdlife_common_name,birdlife_order,birdlife_family,birdlife_iucn_status,genus
Euplectes ardens,Red-collared Widowbird,PASSERIFORMES,Ploceidae,LC,Euplectes
Euplectes laticauda,Red-cowled Widowbird,PASSERIFORMES,Ploceidae,LC,Euplectes
Euplectes capensis,Yellow Bishop,PASSERIFORMES,Ploceidae,LC,Euplectes
Euplectes macroura,Yellow-mantled Widowbird,PASSERIFORMES,Ploceidae,LC,Euplectes
Euplectes axillaris,Fan-tailed Widowbird,PASSERIFORMES,Ploceidae,LC,Euplectes
Euplectes albonotatus,White-winged Widowbird,PASSERIFORMES,Ploceidae,LC,Euplectes
Euplectes hartlaubi,Marsh Widowbird,PASSERIFORMES,Ploceidae,LC,Euplectes
Euplectes jacksoni,Jackson's Widowbird,PASSERIFORMES,Ploceidae,NT,Euplectes
Euplectes psammacromius,Montane Widowbird,PASSERIFORMES,Ploceidae,LC,Euplectes
Euplectes progne,Long-tailed Widowbird,PASSERIFORMES,Ploceidae,LC,Euplectes
Foudia madagascariensis,Red Fody,PASSERIFORMES,Ploceidae,LC,Foudia
Foudia aldabrana,Aldabra Fody,PASSERIFORMES,Ploceidae,EN,Foudia
Foudia consobrina,Grande Comore Fody,PASSERIFORMES,Ploceidae,NT,Foudia
Foudia eminentissima,Red-headed Fody,PASSERIFORMES,Ploceidae,LC,Foudia
Foudia omissa,Forest Fody,PASSERIFORMES,Ploceidae,LC,Foudia
Foudia delloni,Reunion Fody,PASSERIFORMES,Ploceidae,EX,Foudia
Foudia rubra,Mauritius Fody,PASSERIFORMES,Ploceidae,EN,Foudia
Foudia sechellarum,Seychelles Fody,PASSERIFORMES,Ploceidae,NT,Foudia
Foudia flavicans,Rodrigues Fody,PASSERIFORMES,Ploceidae,NT,Foudia
Brachycope anomala,Bob-tailed Weaver,PASSERIFORMES,Ploceidae,LC,Brachycope
Ploceus baglafecht,Baglafecht Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus bannermani,Bannerman's Weaver,PASSERIFORMES,Ploceidae,VU,Ploceus
Ploceus batesi,Bates's Weaver,PASSERIFORMES,Ploceidae,EN,Ploceus
Ploceus nigrimentus,Black-chinned Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus bertrandi,Bertram's Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus pelzelni,Slender-billed Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus subpersonatus,Loango Weaver,PASSERIFORMES,Ploceidae,VU,Ploceus
Ploceus luteolus,Little Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus ocularis,Spectacled Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus brachypterus,Olive-naped Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus nigricollis,Black-necked Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus alienus,Strange Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus melanogaster,Black-billed Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus capensis,Cape Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus temporalis,Bocage's Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus subaureus,African Golden Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus holoxanthus,Ruvu Weaver,PASSERIFORMES,Ploceidae,NT,Ploceus
Ploceus xanthops,Holub's Golden Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus aurantius,Orange Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus heuglini,Heuglin's Masked Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus bojeri,Golden Palm Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus castaneiceps,Taveta Golden Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus princeps,Principe Golden Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus castanops,Northern Brown-throated Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus xanthopterus,Southern Brown-throated Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus burnieri,Kilombero Weaver,PASSERIFORMES,Ploceidae,VU,Ploceus
Ploceus galbula,Rüppell's Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus taeniopterus,Northern Masked Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus intermedius,Lesser Masked Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus velatus,Southern Masked Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus katangae,Katanga Masked Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus ruweti,Lufira Masked Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus reichardi,Tanzanian Masked Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus vitellinus,Vitelline Masked Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus spekei,Speke's Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus spekeoides,Fox's Weaver,PASSERIFORMES,Ploceidae,NT,Ploceus
Ploceus cucullatus,Village Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus grandis,Giant Weaver,PASSERIFORMES,Ploceidae,NT,Ploceus
Ploceus castaneofuscus,Chestnut-and-black Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus nigerrimus,Vieillot's Black Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus weynsi,Weyns's Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus golandi,Clarke's Weaver,PASSERIFORMES,Ploceidae,EN,Ploceus
Ploceus dichrocephalus,Juba Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus melanocephalus,Black-headed Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus jacksoni,Golden-backed Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus badius,Cinnamon Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus rubiginosus,Chestnut Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus aureonucha,Golden-naped Weaver,PASSERIFORMES,Ploceidae,EN,Ploceus
Ploceus tricolor,Yellow-mantled Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus albinucha,Maxwell's Black Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus nelicourvi,Nelicourvi Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus sakalava,Sakalava Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus hypoxanthus,Asian Golden Weaver,PASSERIFORMES,Ploceidae,NT,Ploceus
Ploceus superciliosus,Compact Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus benghalensis,Black-breasted Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus manyar,Streaked Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus philippinus,Baya Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus megarhynchus,Finn's Weaver,PASSERIFORMES,Ploceidae,EN,Ploceus
Ploceus bicolor,Dark-backed Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus preussi,Preuss's Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus dorsomaculatus,Yellow-capped Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus olivaceiceps,Olive-headed Weaver,PASSERIFORMES,Ploceidae,NT,Ploceus
Ploceus nicolli,Usambara Weaver,PASSERIFORMES,Ploceidae,NT,Ploceus
Ploceus insignis,Brown-capped Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus angolensis,Bar-winged Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus sanctithomae,Sao Tome Weaver,PASSERIFORMES,Ploceidae,LC,Ploceus
Ploceus flavipes,Yellow-legged Weaver,PASSERIFORMES,Ploceidae,VU,Ploceus
Malimbus coronatus,Red-crowned Malimbe,PASSERIFORMES,Ploceidae,LC,Malimbus
Malimbus cassini,Cassin's Malimbe,PASSERIFORMES,Ploceidae,LC,Malimbus
Malimbus racheliae,Rachel's Malimbe,PASSERIFORMES,Ploceidae,LC,Malimbus
Malimbus ballmanni,Gola Malimbe,PASSERIFORMES,Ploceidae,NT,Malimbus
Malimbus scutatus,Red-vented Malimbe,PASSERIFORMES,Ploceidae,LC,Malimbus
Malimbus ibadanensis,Ibadan Malimbe,PASSERIFORMES,Ploceidae,EN,Malimbus
Malimbus nitens,Blue-billed Malimbe,PASSERIFORMES,Ploceidae,LC,Malimbus
Malimbus rubricollis,Red-headed Malimbe,PASSERIFORMES,Ploceidae,LC,Malimbus
Malimbus erythrogaster,Red-bellied Malimbe,PASSERIFORMES,Ploceidae,LC,Malimbus
Malimbus malimbicus,Crested Malimbe,PASSERIFORMES,Ploceidae,LC,Malimbus
Anaplectes leuconotos,Northern Red-headed Weaver,PASSERIFORMES,Ploceidae,LC,Anaplectes
Anaplectes rubriceps,Southern Red-headed Weaver,PASSERIFORMES,Ploceidae,LC,Anaplectes
Anaplectes jubaensis,Red Weaver,PASSERIFORMES,Ploceidae,LC,Anaplectes
Lagonosticta rara,Black-bellied Firefinch,PASSERIFORMES,Estrildidae,LC,Lagonosticta
Lagonosticta rufopicta,Bar-breasted Firefinch,PASSERIFORMES,Estrildidae,LC,Lagonosticta
Lagonosticta nitidula,Brown Firefinch,PASSERIFORMES,Estrildidae,LC,Lagonosticta
Lagonosticta senegala,Red-billed Firefinch,PASSERIFORMES,Estrildidae,LC,Lagonosticta
Lagonosticta sanguinodorsalis,Rock Firefinch,PASSERIFORMES,Estrildidae,LC,Lagonosticta
Lagonosticta umbrinodorsalis,Chad Firefinch,PASSERIFORMES,Estrildidae,LC,Lagonosticta
Lagonosticta rhodopareia,Jameson's Firefinch,PASSERIFORMES,Estrildidae,LC,Lagonosticta
Lagonosticta virata,Mali Firefinch,PASSERIFORMES,Estrildidae,LC,Lagonosticta
Lagonosticta rubricata,African Firefinch,PASSERIFORMES,Estrildidae,LC,Lagonosticta
Lagonosticta vinacea,Vinaceous Firefinch,PASSERIFORMES,Estrildidae,LC,Lagonosticta
Lagonosticta nigricollis,Grey Firefinch,PASSERIFORMES,Estrildidae,LC,Lagonosticta
Lagonosticta larvata,Ethiopian Firefinch,PASSERIFORMES,Estrildidae,LC,Lagonosticta
Clytospiza monteiri,Brown Twinspot,PASSERIFORMES,Estrildidae,LC,Clytospiza
Pytilia lineata,Red-billed Pytilia,PASSERIFORMES,Estrildidae,LC,Pytilia
Pytilia phoenicoptera,Red-winged Pytilia,PASSERIFORMES,Estrildidae,LC,Pytilia
Pytilia afra,Orange-winged Pytilia,PASSERIFORMES,Estrildidae,LC,Pytilia
Pytilia hypogrammica,Yellow-winged Pytilia,PASSERIFORMES,Estrildidae,LC,Pytilia
Pytilia melba,Green-winged Pytilia,PASSERIFORMES,Estrildidae,LC,Pytilia
Hypargos margaritatus,Pink-throated Twinspot,PASSERIFORMES,Estrildidae,LC,Hypargos
Hypargos niveoguttatus,Red-throated Twinspot,PASSERIFORMES,Estrildidae,LC,Hypargos
Euschistospiza dybowskii,Dybowski's Twinspot,PASSERIFORMES,Estrildidae,LC,Euschistospiza
Euschistospiza cinereovinacea,Dusky Twinspot,PASSERIFORMES,Estrildidae,LC,Euschistospiza
Granatina granatina,Violet-eared Waxbill,PASSERIFORMES,Estrildidae,LC,Granatina
Granatina ianthinogaster,Purple Grenadier,PASSERIFORMES,Estrildidae,LC,Granatina
Uraeginthus angolensis,Blue-breasted Cordon-bleu,PASSERIFORMES,Estrildidae,LC,Uraeginthus
Uraeginthus bengalus,Red-cheeked Cordon-bleu,PASSERIFORMES,Estrildidae,LC,Uraeginthus
Uraeginthus cyanocephalus,Blue-capped Cordon-bleu,PASSERIFORMES,Estrildidae,LC,Uraeginthus
Spermophaga poliogenys,Grant's Bluebill,PASSERIFORMES,Estrildidae,LC,Spermophaga
Spermophaga haematina,Western Bluebill,PASSERIFORMES,Estrildidae,LC,Spermophaga
Spermophaga ruficapilla,Red-headed Bluebill,PASSERIFORMES,Estrildidae,LC,Spermophaga
Pyrenestes ostrinus,Black-bellied Seedcracker,PASSERIFORMES,Estrildidae,LC,Pyrenestes
Pyrenestes sanguineus,Crimson Seedcracker,PASSERIFORMES,Estrildidae,LC,Pyrenestes
Pyrenestes minor,Lesser Seedcracker,PASSERIFORMES,Estrildidae,LC,Pyrenestes
Glaucestrilda coerulescens,Lavender Waxbill,PASSERIFORMES,Estrildidae,LC,Glaucestrilda
Glaucestrilda perreini,Black-tailed Waxbill,PASSERIFORMES,Estrildidae,LC,Glaucestrilda
Glaucestrilda thomensis,Cinderella Waxbill,PASSERIFORMES,Estrildidae,LC,Glaucestrilda
Estrilda poliopareia,Anambra Waxbill,PASSERIFORMES,Estrildidae,NT,Estrilda
Estrilda paludicola,Fawn-breasted Waxbill,PASSERIFORMES,Estrildidae,LC,Estrilda
Estrilda melpoda,Orange-cheeked Waxbill,PASSERIFORMES,Estrildidae,LC,Estrilda
Estrilda rhodopyga,Crimson-rumped Waxbill,PASSERIFORMES,Estrildidae,LC,Estrilda
Estrilda rufibarba,Arabian Waxbill,PASSERIFORMES,Estrildidae,LC,Estrilda
Estrilda troglodytes,Black-rumped Waxbill,PASSERIFORMES,Estrildidae,LC,Estrilda
Estrilda astrild,Common Waxbill,PASSERIFORMES,Estrildidae,LC,Estrilda
Estrilda nigriloris,Black-lored Waxbill,PASSERIFORMES,Estrildidae,DD,Estrilda
Estrilda nonnula,Black-crowned Waxbill,PASSERIFORMES,Estrildidae,LC,Estrilda
Estrilda atricapilla,Black-headed Waxbill,PASSERIFORMES,Estrildidae,LC,Estrilda
Estrilda kandti,Kandt's Waxbill,PASSERIFORMES,Estrildidae,LC,Estrilda
Brunhilda charmosyna,Black-cheeked Waxbill,PASSERIFORMES,Estrildidae,LC,Brunhilda
Brunhilda erythronotos,Black-faced Waxbill,PASSERIFORMES,Estrildidae,LC,Brunhilda
Mandingoa nitidula,Green Twinspot,PASSERIFORMES,Estrildidae,LC,Mandingoa
Cryptospiza reichenovii,Red-faced Crimsonwing,PASSERIFORMES,Estrildidae,LC,Cryptospiza
Cryptospiza salvadorii,Abyssinian Crimsonwing,PASSERIFORMES,Estrildidae,LC,Cryptospiza
Cryptospiza jacksoni,Dusky Crimsonwing,PASSERIFORMES,Estrildidae,LC,Cryptospiza
Cryptospiza shelleyi,Shelley's Crimsonwing,PASSERIFORMES,Estrildidae,EN,Cryptospiza
Coccopygia bocagei,Angola Waxbill,PASSERIFORMES,Estrildidae,LC,Coccopygia
Coccopygia melanotis,Swee Waxbill,PASSERIFORMES,Estrildidae,LC,Coccopygia
Coccopygia quartinia,Yellow-bellied Waxbill,PASSERIFORMES,Estrildidae,LC,Coccopygia
Nesocharis shelleyi,Shelley's Oliveback,PASSERIFORMES,Estrildidae,LC,Nesocharis
Nesocharis ansorgei,White-collared Oliveback,PASSERIFORMES,Estrildidae,LC,Nesocharis
Delacourella capistrata,Grey-headed Oliveback,PASSERIFORMES,Estrildidae,LC,Delacourella
Nigrita fusconotus,White-breasted Nigrita,PASSERIFORMES,Estrildidae,LC,Nigrita
Nigrita bicolor,Chestnut-breasted Nigrita,PASSERIFORMES,Estrildidae,LC,Nigrita
Nigrita luteifrons,Pale-fronted Nigrita,PASSERIFORMES,Estrildidae,LC,Nigrita
Nigrita canicapillus,Grey-headed Nigrita,PASSERIFORMES,Estrildidae,LC,Nigrita
Parmoptila woodhousei,Woodhouse's Antpecker,PASSERIFORMES,Estrildidae,LC,Parmoptila
Parmoptila rubrifrons,Red-fronted Antpecker,PASSERIFORMES,Estrildidae,NT,Parmoptila
Parmoptila jamesoni,Jameson's Antpecker,PASSERIFORMES,Estrildidae,LC,Parmoptila
Amadina erythrocephala,Red-headed Finch,PASSERIFORMES,Estrildidae,LC,Amadina
Amadina fasciata,Cut-throat Finch,PASSERIFORMES,Estrildidae,LC,Amadina
Ortygospiza atricollis,African Quailfinch,PASSERIFORMES,Estrildidae,LC,Ortygospiza
Amandava amandava,Red Avadavat,PASSERIFORMES,Estrildidae,LC,Amandava
Amandava formosa,Green Avadavat,PASSERIFORMES,Estrildidae,VU,Amandava
Amandava subflava,Zebra Waxbill,PASSERIFORMES,Estrildidae,LC,Amandava
Paludipasser locustella,Locust Finch,PASSERIFORMES,Estrildidae,LC,Paludipasser
Spermestes cucullata,Bronze Mannikin,PASSERIFORMES,Estrildidae,LC,Spermestes
Spermestes bicolor,Black-and-white Mannikin,PASSERIFORMES,Estrildidae,LC,Spermestes
Spermestes fringilloides,Magpie Mannikin,PASSERIFORMES,Estrildidae,LC,Spermestes
Spermestes griseicapilla,Grey-headed Silverbill,PASSERIFORMES,Estrildidae,LC,Spermestes
Lepidopygia nana,Madagascar Munia,PASSERIFORMES,Estrildidae,LC,Lepidopygia
Euodice cantans,African Silverbill,PASSERIFORMES,Estrildidae,LC,Euodice
Euodice malabarica,Indian Silverbill,PASSERIFORMES,Estrildidae,LC,Euodice
Lonchura striata,White-rumped Munia,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura leucogastroides,Javan Munia,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura fuscans,Dusky Munia,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura molucca,Black-faced Munia,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura punctulata,Scaly-breasted Munia,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura kelaarti,Black-throated Munia,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura leucogastra,White-bellied Munia,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura tristissima,Streak-headed Mannikin,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura leucosticta,White-spotted Mannikin,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura quinticolor,Five-coloured Munia,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura malacca,Tricoloured Munia,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura atricapilla,Chestnut Munia,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura ferruginosa,White-capped Munia,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura maja,White-headed Munia,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura pallida,Pale-headed Munia,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura grandis,Great-billed Mannikin,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura vana,Grey-banded Mannikin,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura caniceps,Grey-headed Mannikin,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura nevermanni,Grey-crowned Mannikin,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura spectabilis,Hooded Mannikin,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura forbesi,New Ireland Mannikin,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura hunsteini,Hunstein's Mannikin,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura flaviprymna,Yellow-rumped Mannikin,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura castaneothorax,Chestnut-breasted Mannikin,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura stygia,Black Mannikin,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura teerinki,Black-breasted Mannikin,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura monticola,Alpine Mannikin,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura montana,Snow Mountain Mannikin,PASSERIFORMES,Estrildidae,LC,Lonchura
Lonchura melaena,Buff-bellied Mannikin,PASSERIFORMES,Estrildidae,LC,Lonchura
Padda fuscata,Timor Sparrow,PASSERIFORMES,Estrildidae,NT,Padda
Padda oryzivora,Java Sparrow,PASSERIFORMES,Estrildidae,EN,Padda
Heteromunia pectoralis,Pictorella Mannikin,PASSERIFORMES,Estrildidae,LC,Heteromunia
Stagonopleura bella,Beautiful Firetail,PASSERIFORMES,Estrildidae,LC,Stagonopleura
Stagonopleura oculata,Red-eared Firetail,PASSERIFORMES,Estrildidae,LC,Stagonopleura
Stagonopleura guttata,Diamond Firetail,PASSERIFORMES,Estrildidae,VU,Stagonopleura
Oreostruthus fuliginosus,Mountain Firetail,PASSERIFORMES,Estrildidae,LC,Oreostruthus
Emblema pictum,Painted Finch,PASSERIFORMES,Estrildidae,LC,Emblema
Neochmia temporalis,Red-browed Finch,PASSERIFORMES,Estrildidae,LC,Neochmia
Neochmia phaeton,Black-bellied Crimson Finch,PASSERIFORMES,Estrildidae,LC,Neochmia
Neochmia evangelinae,White-bellied Crimson Finch,PASSERIFORMES,Estrildidae,LC,Neochmia
Neochmia ruficauda,Star Finch,PASSERIFORMES,Estrildidae,LC,Neochmia
Neochmia modesta,Plum-headed Finch,PASSERIFORMES,Estrildidae,LC,Neochmia
Poephila personata,Masked Finch,PASSERIFORMES,Estrildidae,LC,Poephila
Poephila acuticauda,Long-tailed Finch,PASSERIFORMES,Estrildidae,LC,Poephila
Poephila cincta,Black-throated Finch,PASSERIFORMES,Estrildidae,LC,Poephila
Taeniopygia guttata,Timor Zebra Finch,PASSERIFORMES,Estrildidae,LC,Taeniopygia
Taeniopygia castanotis,Australian Zebra Finch,PASSERIFORMES,Estrildidae,LC,Taeniopygia
Taeniopygia bichenovii,Double-barred Finch,PASSERIFORMES,Estrildidae,LC,Taeniopygia
Erythrura hyperythra,Tawny-breasted Parrotfinch,PASSERIFORMES,Estrildidae,LC,Erythrura
Erythrura prasina,Pin-tailed Parrotfinch,PASSERIFORMES,Estrildidae,LC,Erythrura
Erythrura viridifacies,Green-faced Parrotfinch,PASSERIFORMES,Estrildidae,VU,Erythrura
Erythrura tricolor,Tricoloured Parrotfinch,PASSERIFORMES,Estrildidae,LC,Erythrura
Erythrura coloria,Red-eared Parrotfinch,PASSERIFORMES,Estrildidae,LC,Erythrura
Erythrura trichroa,Blue-faced Parrotfinch,PASSERIFORMES,Estrildidae,LC,Erythrura
Erythrura papuana,Papuan Parrotfinch,PASSERIFORMES,Estrildidae,LC,Erythrura
Erythrura psittacea,Red-throated Parrotfinch,PASSERIFORMES,Estrildidae,LC,Erythrura
Erythrura cyaneovirens,Red-headed Parrotfinch,PASSERIFORMES,Estrildidae,LC,Erythrura
Erythrura pealii,Fiji Parrotfinch,PASSERIFORMES,Estrildidae,LC,Erythrura
Erythrura kleinschmidti,Pink-billed Parrotfinch,PASSERIFORMES,Estrildidae,VU,Erythrura
Chloebia gouldiae,Gouldian Finch,PASSERIFORMES,Estrildidae,LC,Chloebia
Vidua macroura,Pin-tailed Whydah,PASSERIFORMES,Viduidae,LC,Vidua
Vidua paradisaea,Long-tailed Paradise-whydah,PASSERIFORMES,Viduidae,LC,Vidua
Vidua obtusa,Broad-tailed Paradise-whydah,PASSERIFORMES,Viduidae,LC,Vidua
Vidua orientalis,Sahel Paradise-whydah,PASSERIFORMES,Viduidae,LC,Vidua
Vidua interjecta,Exclamatory Paradise-whydah,PASSERIFORMES,Viduidae,LC,Vidua
Vidua hypocherina,Steel-blue Whydah,PASSERIFORMES,Viduidae,LC,Vidua
Vidua regia,Shaft-tailed Whydah,PASSERIFORMES,Viduidae,LC,Vidua
Vidua fischeri,Straw-tailed Whydah,PASSERIFORMES,Viduidae,LC,Vidua
Vidua togoensis,Togo Paradise-whydah,PASSERIFORMES,Viduidae,LC,Vidua
Vidua wilsoni,Wilson's Indigobird,PASSERIFORMES,Viduidae,LC,Vidua
Vidua larvaticola,Barka Indigobird,PASSERIFORMES,Viduidae,LC,Vidua
Vidua maryae,Jos Plateau Indigobird,PASSERIFORMES,Viduidae,LC,Vidua
Vidua camerunensis,Cameroon Indigobird,PASSERIFORMES,Viduidae,LC,Vidua
Vidua nigeriae,Quailfinch Indigobird,PASSERIFORMES,Viduidae,LC,Vidua
Vidua raricola,Jambandu Indigobird,PASSERIFORMES,Viduidae,LC,Vidua
Vidua codringtoni,Green Indigobird,PASSERIFORMES,Viduidae,LC,Vidua
Vidua funerea,Dusky Indigobird,PASSERIFORMES,Viduidae,LC,Vidua
Vidua chalybeata,Village Indigobird,PASSERIFORMES,Viduidae,LC,Vidua
Vidua purpurascens,Purple Indigobird,PASSERIFORMES,Viduidae,LC,Vidua
Anomalospiza imberbis,Cuckoo-finch,PASSERIFORMES,Viduidae,LC,Anomalospiza
Passer ammodendri,Saxaul Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer domesticus,House Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer italiae,Italian Sparrow,PASSERIFORMES,Passeridae,VU,Passer
Passer hispaniolensis,Spanish Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer pyrrhonotus,Sind Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer castanopterus,Somali Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer cinnamomeus,Russet Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer flaveolus,Plain-backed Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer moabiticus,Dead Sea Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer iagoensis,Cape Verde Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer motitensis,Great Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer insularis,Socotra Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer hemileucus,Abd al Kuri Sparrow,PASSERIFORMES,Passeridae,VU,Passer
Passer cordofanicus,Kordofan Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer shelleyi,White Nile Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer rufocinctus,Kenya Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer melanurus,Cape Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer swainsonii,Swainson's Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer gongonensis,Parrot-billed Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer suahelicus,Swahili Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer griseus,Northern Grey-headed Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer diffusus,Southern Grey-headed Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer simplex,Desert Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer zarudnyi,Zarudny's Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer montanus,Eurasian Tree Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer luteus,Sudan Golden Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer euchlorus,Arabian Golden Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Passer eminibey,Chestnut Sparrow,PASSERIFORMES,Passeridae,LC,Passer
Carpospiza brachydactyla,Pale Sparrow,PASSERIFORMES,Passeridae,LC,Carpospiza
Petronia petronia,Rock Sparrow,PASSERIFORMES,Passeridae,LC,Petronia
Gymnoris superciliaris,Yellow-throated Bush-sparrow,PASSERIFORMES,Passeridae,LC,Gymnoris
Gymnoris dentata,Sahel Bush-sparrow,PASSERIFORMES,Passeridae,LC,Gymnoris
Gymnoris pyrgita,Yellow-spotted Bush-sparrow,PASSERIFORMES,Passeridae,LC,Gymnoris
Gymnoris xanthocollis,Chestnut-shouldered Bush-sparrow,PASSERIFORMES,Passeridae,LC,Gymnoris
Montifringilla henrici,Tibetan Snowfinch,PASSERIFORMES,Passeridae,LC,Montifringilla
