scientific_name,ibp_common_name,ibp_alpha_code_4,ibp_alpha_code_6,genus
Pterodroma neglecta,Kermadec Petrel,KEPE,PTENEG,Pterodroma
Pterodroma arminjoniana,Trindade Petrel,TRPE,PTEARM,Pterodroma
Pterodroma heraldica,Herald Petrel,HEPE,PTEHER,Pterodroma
Pterodroma ultima,Murphy's Petrel,MUPE,PTEULT,Pterodroma
Pterodroma inexpectata,Mottled Petrel,MOPE,PTEINE,Pterodroma
Pterodroma cahow,Bermuda Petrel,BEPE,PTECAH,Pterodroma
Pterodroma caribbaea,Jamaican Petrel,JPET,PTECAR,Pterodroma
Pterodroma hasitata,Black-capped Petrel,BCPE,PTEHAS,Pterodroma
Pterodroma externa,Juan Fernandez Petrel,JFPE,PTEEXT,Pterodroma
Pterodroma phaeopygia,Galapagos Petrel,GAPE,PTEPHA,Pterodroma
Pterodroma sandwichensis,Hawaiian Petrel,HAPE,PTESAN,Pterodroma
Pterodroma cervicalis,White-necked Petrel,WNPE,PTECER,Pterodroma
Pterodroma hypoleuca,Bonin Petrel,BOPE,PTEHYP,Pterodroma
Pterodroma nigripennis,Black-winged Petrel,BWPE,PTENIG,Pterodroma
Pterodroma feae,Fea's Petrel,FEPE,PTEFEA,Pterodroma
Pterodroma madeira,Zino's Petrel,ZIPE,PTEMAD,Pterodroma
Pterodroma cookii,Cook's Petrel,COPE,PTECOO,Pterodroma
Pterodroma longirostris,Stejneger's Petrel,STPE,PTELON,Pterodroma
Pseudobulweria rostrata,Tahiti Petrel,TAPE,PSEROS,Pseudobulweria
Bulweria bulwerii,Bulwer's Petrel,BUPE,BULBUL,Bulweria
Bulweria fallax,Jouanin's Petrel,JOPE,BULFAL,Bulweria
Procellaria aequinoctialis,White-chinned Petrel,WCPE,PROAEQ,Procellaria
Procellaria parkinsoni,Parkinson's Petrel,PAPE,PROPAR,Procellaria
Calonectris leucomelas,Streaked Shearwater,STRS,CALLEU,Calonectris
Calonectris diomedea,Scopoli's Shearwater,SCSH,CALDIO,Calonectris
Calonectris borealis,Cory's Shearwater,CORS,CALBOR,Calonectris
Calonectris edwardsii,Cape Verde Shearwater,CVSH,CALEDW,Calonectris
Ardenna pacifica,Wedge-tailed Shearwater,WTSH,ARDPAC,Ardenna
Ardenna bulleri,Buller's Shearwater,BULS,ARDBUL,Ardenna
Ardenna tenuirostris,Short-tailed Shearwater,STTS,ARDTEN,Ardenna
Ardenna grisea,Sooty Shearwater,SOSH,ARDGRI,Ardenna
Ardenna gravis,Great Shearwater,GRSH,ARDGRA,Ardenna
Ardenna creatopus,Pink-footed Shearwater,PFSH,ARDCRE,Ardenna
Ardenna carneipes,Flesh-footed Shearwater,FFSH,ARDCAR,Ardenna
Puffinus nativitatis,Christmas Shearwater,CHSH,PUFNAT,Puffinus
Puffinus subalaris,Galapagos Shearwater,GASH,PUFSUB,Puffinus
Puffinus puffinus,Manx Shearwater,MASH,PUFPUF,Puffinus
Puffinus auricularis,Townsend's Shearwater,TOSH,PUFAUR,Puffinus
Puffinus newelli,Newell's Shearwater,NESH,PUFNEW,Puffinus
Puffinus bryani,Bryan's Shearwater,BRYS,PUFBRY,Puffinus
Puffinus opisthomelas,Black-vented Shearwater,BVSH,PUFOPI,Puffinus
Puffinus lherminieri,Sargasso Shearwater,SASH,PUFLHE,Puffinus
Puffinus baroli,Barolo Shearwater,BASH,PUFBAR,Puffinus
Ciconia maguari,Maguari Stork,MAST,JCICMA,Ciconia
Jabiru mycteria,Jabiru,JABI,JABMYC,Jabiru
Mycteria americana,Wood Stork,WOST,MYCAME,Mycteria
Fregata ariel,Lesser Frigatebird,LEFR,FREARI,Fregata
Fregata magnificens,Magnificent Frigatebird,MAFR,FREMAG,Fregata
Fregata minor,Great Frigatebird,GREF,FREMIN,Fregata
Sula dactylatra,Masked Booby,MABO,SULDAC,Sula
Sula granti,Nazca Booby,NABO,SULGRA,Sula
Sula nebouxii,Blue-footed Booby,BFBO,SULNEB,Sula
Sula variegata,Peruvian Booby,PEBO,SULVAR,Sula
Sula leucogaster,Brown Booby,BRBO,SULLEU,Sula
Sula brewsteri,Cocos Booby,COBO,SULBRE,Sula
Sula sula,Red-footed Booby,RFBO,SULSUL,Sula
Morus bassanus,Northern Gannet,NOGA,MORBAS,Morus
Anhinga anhinga,Anhinga,ANHI,ANHANH,Anhinga
Urile penicillatus,Brandt's Cormorant,BRAC,URIPEN,Urile
Urile urile,Red-faced Cormorant,RFCO,URIURI,Urile
Urile pelagicus,Pelagic Cormorant,PECO,URIPEL,Urile
Phalacrocorax carbo,Great Cormorant,GRCO,PHACAR,Phalacrocorax
Nannopterum auritum,Double-crested Cormorant,DCCO,NANAUR,Nannopterum
Nannopterum brasilianum,Neotropic Cormorant,NECO,NANBRA,Nannopterum
Pelecanus erythrorhynchos,American White Pelican,AWPE,PELERY,Pelecanus
Pelecanus occidentalis,Brown Pelican,BRPE,PELOCC,Pelecanus
Tigrisoma lineatum,Rufescent Tiger-Heron,RTHE,TIGLIN,Tigrisoma
Tigrisoma mexicanum,Bare-throated Tiger-Heron,BTTH,TIGMEX,Tigrisoma
Tigrisoma fasciatum,Fasciated Tiger-Heron,FTHE,TIGFAS,Tigrisoma
Cochlearius cochlearius,Boat-billed Heron,BBHE,COCCOL,Cochlearius
Agamia agami,Agami Heron,AGHE,AGAAGA,Agamia
Botaurus exilis,Least Bittern,LEBI,BOTEXI,Botaurus
Botaurus lentiginosus,American Bittern,AMBI,BOTLEN,Botaurus
Botaurus pinnatus,Pinnated Bittern,PIBI,BOTPIN,Botaurus
Botarus minutus,Little Bittern,LIBI,BOTMIN,Botarus
Botaurus sinensis,Yellow Bittern,YEBI,BOTSIN,Botaurus
Pilherodius pileatus,Capped Heron,CAHE,PILPIL,Pilherodius
Syrigma sibilatrix,Whistling Heron,WHHE,SYRSIB,Syrigma
Egretta caerulea,Little Blue Heron,LBHE,EGRCAE,Egretta
Egretta tricolor,Tricolored Heron,TRHE,EGRTRI,Egretta
Egretta rufescens,Reddish Egret,REEG,EGRRUF,Egretta
Egretta eulophotes,Chinese Egret,CHEG,EGREUL,Egretta
Egretta thula,Snowy Egret,SNEG,EGRTHU,Egretta
Egretta garzetta,Little Egret,LIEG,EGRGAR,Egretta
Egretta gularis,Western Reef-Heron,WERH,EGRGUL,Egretta
Nyctanassa violacea,Yellow-crowned Night Heron,YCNH,NYCVIO,Nyctanassa
Nycticorax nycticorax,Black-crowned Night Heron,BCNH,NYCNYC,Nycticorax
Butorides striata,Striated Heron,STRH,BUTSTR,Butorides
Butorides virescens,Green Heron,GRHE,BUTVIR,Butorides
Ardeola bacchus,Chinese Pond-Heron,CHPH,ARDBAC,Ardeola
Ardea alba,Great Egret,GREG,ARDALB,Ardea
Ardea intermedia,Medium Egret,MEEG,ARDINT,Ardea
Ardea ibis,Western Cattle-Egret,WECE,ARDIBI,Ardea
Ardea coromanda,Eastern Cattle-Egret,EACE,ARDCOR,Ardea
Ardea cinerea,Gray Heron,GRAH,ARDCIN,Ardea
Ardea herodias,Great Blue Heron,GBHE,ARDHER,Ardea
Ardea herodias occidentalis,Great White Heron,GWHE,ARDHOC,Ardea
Ardea cocoi,Cocoi Heron,COHE,ARDCOC,Ardea
Ardea purpurea,Purple Heron,PUHE,ARDPUR,Ardea
Eudocimus albus,White Ibis,WHIB,EUDALB,Eudocimus
Eudocimus ruber,Scarlet Ibis,SCIB,EUDRUB,Eudocimus
Plegadis falcinellus,Glossy Ibis,GLIB,PLEFAL,Plegadis
Plegadis chihi,White-faced Ibis,WFIB,PLECHI,Plegadis
Mesembrinibis cayennensis,Green Ibis,GRIB,MESCAY,Mesembrinibis
Theristicus caudatus,Buff-necked Ibis,BNIB,THECAU,Theristicus
Platalea leucorodia,Eurasian Spoonbill,EURS,PLALEU,Platalea
Platalea ajaja,Roseate Spoonbill,ROSP,PLAAJA,Platalea
Gymnogyps californianus,California Condor,CACO,GYMCAL,Gymnogyps
Sarcoramphus papa,King Vulture,KIVU,SARPAP,Sarcoramphus
Coragyps atratus,Black Vulture,BLVU,CORATR,Coragyps
Cathartes aura,Turkey Vulture,TUVU,CAEAUR,Cathartes
Cathartes burrovianus,Lesser Yellow-headed Vulture,LYHV,CATBUR,Cathartes
Pandion haliaetus,Osprey,OSPR,PANHAL,Pandion
Gampsonyx swainsonii,Pearl Kite,PEKI,GAMSWA,Gampsonyx
Elanus leucurus,White-tailed Kite,WTKI,ELALEU,Elanus
Chondrohierax uncinatus,Hook-billed Kite,HBKI,CHOUNC,Chondrohierax
Chondrohierax wilsonii,Cuban Kite,CUKI,CHOWIL,Chondrohierax
Leptodon cayanensis,Gray-headed Kite,GHKI,LEPCAY,Leptodon
Elanoides forficatus,Swallow-tailed Kite,STKI,ELAFOR,Elanoides
Morphnus guianensis,Crested Eagle,CREA,MORGUI,Morphnus
Harpia harpyja,Harpy Eagle,HAEA,HARHAR,Harpia
Aquila chrysaetos,Golden Eagle,GOEA,AQUCHR,Aquila
Spizaetus tyrannus,Black Hawk-Eagle,BLHE,SPITYR,Spizaetus
Spizaetus melanoleucus,Black-and-white Hawk-Eagle,BAWH,SPIMEL,Spizaetus
Spizaetus ornatus,Ornate Hawk-Eagle,ORHE,SPIORN,Spizaetus
Harpagus bidentatus,Double-toothed Kite,DTKI,HARBID,Harpagus
Microspizias superciliosus,Tiny Hawk,TIHA,MICSUP,Microspizias
Circus hudsonius,Northern Harrier,NOHA,CIRHUD,Circus
Circus buffoni,Long-winged Harrier,LWHA,CIRBUF,Circus
Circus aeruginosus,Western Marsh Harrier,WMHA,CIRAER,Circus
Accipiter poliogaster,Gray-bellied Hawk,GBEH,ACCPOL,Accipiter
Accipiter soloensis,Chinese Sparrowhawk,CHIS,ACCSOL,Accipiter
Accipiter striatus,Sharp-shinned Hawk,SSHA,ACCSTR,Accipiter
Accipiter striatus venator,Puerto Rican Sharp-shinned Hawk,PSSH,ACCSTV,Accipiter
Accipiter cooperii,Cooper's Hawk,COHA,ACCCOO,Accipiter
Accipiter gundlachi,Gundlach's Hawk,GUHA,ACCGUN,Accipiter
Accipiter bicolor,Bicolored Hawk,BIHA,ACCBIC,Accipiter
Accipiter gentilis,Eurasian Goshawk,EGOS,ACCGEN,Accipiter
Accipiter atricapillus,American Goshawk,AGOS,ACCATR,Accipiter
Accipiter (sp),Unidentified Accipiter Hawk,UAHA,ACCSPE,Accipiter
Milvus migrans,Black Kite,BLAK,MILMIG,Milvus
Haliaeetus leucocephalus,Bald Eagle,BAEA,HALLEU,Haliaeetus
Haliaeetus albicilla,White-tailed Eagle,WTEA,HALALB,Haliaeetus
Haliaeetus pelagicus,Steller's Sea-Eagle,STSE,HALPEL,Haliaeetus
Ictinia mississippiensis,Mississippi Kite,MIKI,ICTMIS,Ictinia
Ictinia plumbea,Plumbeous Kite,PLKI,ICTPLU,Ictinia
Busarellus nigricollis,Black-collared Hawk,BCHA,BUSNIG,Busarellus
Geranospiza caerulescens,Crane Hawk,CRHA,GERCAE,Geranospiza
Rostrhamus sociabilis,Snail Kite,SNKI,ROSSOC,Rostrhamus
Helicolestes hamatus,Slender-billed Kite,SBKI,HELHAM,Helicolestes
Cryptoleucopteryx plumbea,Plumbeous Hawk,PLHA,CRYPLU,Cryptoleucopteryx
Buteogallus anthracinus,Common Black Hawk,COBH,BUTANT,Buteogallus
Buteogallus gundlachii,Cuban Black Hawk,CUBH,BUTGUN,Buteogallus
Buteogallus meridionalis,Savanna Hawk,SAHA,BUTMER,Buteogallus
Buteogallus urubitinga,Great Black Hawk,GBHA,BUTURU,Buteogallus
Buteogallus solitarius,Solitary Eagle,SOEA,BUGSOL,Buteogallus
Morphnarchus princeps,Barred Hawk,BAHA,MORPRI,Morphnarchus
Rupornis magnirostris,Roadside Hawk,ROHA,RUPMAG,Rupornis
Parabuteo unicinctus,Harris's Hawk,HAHA,PARUNI,Parabuteo
Geranoaetus albicaudatus,White-tailed Hawk,WTHA,GERALB,Geranoaetus
Pseudastur albicollis,White Hawk,WHHA,PSEALB,Pseudastur
Leucopternis semiplumbeus,Semiplumbeous Hawk,SEHA,LEUSEL,Leucopternis
Buteo plagiatus,Gray Hawk,GRHA,BUTPLG,Buteo
Buteo nitidus,Gray-lined Hawk,GLHA,BUTNIT,Buteo
Buteo lineatus,Red-shouldered Hawk,RSHA,BUTLIN,Buteo
Buteo ridgwayi,Ridgway's Hawk,RIHA,BUTRID,Buteo
Buteo platypterus,Broad-winged Hawk,BWHA,BUTPLT,Buteo
Buteo platypterus brunnescens,Puerto Rican Broad-winged Hawk,PBWH,BUTPLB,Buteo
Buteo solitarius,Hawaiian Hawk,HAWH,BUESOL,Buteo
Buteo brachyurus,Short-tailed Hawk,STHA,BUTBRA,Buteo
Buteo swainsoni,Swainson's Hawk,SWHA,BUTSWA,Buteo
Buteo albonotatus,Zone-tailed Hawk,ZTHA,BUTALB,Buteo
Buteo jamaicensis,Red-tailed Hawk,RTHA,BUTJAM,Buteo
Buteo jamaicensis harlani,Harlan's Hawk,HRLH,BUTJHA,Buteo
Buteo lagopus,Rough-legged Hawk,RLHA,BUTLAG,Buteo
Buteo regalis,Ferruginous Hawk,FEHA,BUTREG,Buteo
Buteo rufinus,Long-legged Buzzard,LLBU,BUTRUF,Buteo
"Accipitridae (gen, sp)",Unidentified Hawk,UNHA,ACCGSP,Accipitridae
Tyto furcata,American Barn Owl,ABOW,TYTFUR,Tyto
Tyto glaucops,Ashy-faced Owl,AFOW,TYTGLA,Tyto
Otus sunia,Oriental Scops-Owl,ORSO,OTUSUN,Otus
Psiloscops flammeolus,Flammulated Owl,FLOW,PSIFLA,Psiloscops
Gymnasio nudipes,Puerto Rican Owl,PRIO,GYSNUD,Gymnasio
Megascops trichopsis,Whiskered Screech-Owl,WHSO,MEGTRI,Megascops
Megascops clarkii,Bare-shanked Screech-Owl,BSSO,MEGCLA,Megascops
Megascops choliba,Tropical Screech-Owl,TRSO,MEGCHO,Megascops
Megascops barbarus,Bearded Screech-Owl,BESO,MEGBAR,Megascops
Megascops cooperi,Pacific Screech-Owl,PASO,MEGCOO,Megascops
Megascops kennicottii,Western Screech-Owl,WESO,MEGKEN,Megascops
Megascops asio,Eastern Screech-Owl,EASO,MEGASI,Megascops
Megascops seductus,Balsas Screech-Owl,BASO,MEGSED,Megascops
Megascops guatemalae,Middle American Screech-Owl,MASO,MEGGUA,Megascops
Megascops centralis,Choco Screech-Owl,CHSO,MEGCEN,Megascops
Margarobyas lawrencii,Bare-legged Owl,BLOW,MARLAW,Margarobyas
Lophostrix cristata,Crested Owl,CROW,LOPCRI,Lophostrix
Pulsatrix perspicillata,Spectacled Owl,SPEO,PULPER,Pulsatrix
Bubo virginianus,Great Horned Owl,GHOW,BUBVIR,Bubo
Bubo scandiacus,Snowy Owl,SNOW,BUBSCA,Bubo
Surnia ulula,Northern Hawk Owl,NHOW,SURULU,Surnia
Glaucidium gnoma,Northern Pygmy-Owl,NOPO,GLAGNO,Glaucidium
Glaucidium costaricanum,Costa Rican Pygmy-Owl,CRPO,GLACOS,Glaucidium
Glaucidium griseiceps,Central American Pygmy-Owl,CAPO,GLAGRI,Glaucidium
Glaucidium sanchezi,Tamaulipas Pygmy-Owl,TAPO,GLASAN,Glaucidium
Glaucidium palmarum,Colima Pygmy-Owl,CPYO,GLAPAL,Glaucidium
Glaucidium brasilianum,Ferruginous Pygmy-Owl,FEPO,GLABRA,Glaucidium
Glaucidium siju,Cuban Pygmy-Owl,CUPO,GLASIJ,Glaucidium
Micrathene whitneyi,Elf Owl,ELOW,MICWHI,Micrathene
Athene cunicularia,Burrowing Owl,BUOW,ATHCUN,Athene
Strix occidentalis,Spotted Owl,SPOW,STROCC,Strix
Strix occidentalis occidentalis,California Spotted Owl,CSOW,STROCO,Strix
Strix occidentalis caurina,Northern Spotted Owl,NSOW,STROCA,Strix
Strix occidentalis lucida,Mexican Spotted Owl,MSOW,STROCL,Strix
Strix occidentalis x varia,Spotted x Barred Owl Hybrid,SBOH,STROCV,Strix
Strix varia,Barred Owl,BAOW,STRVAR,Strix
Strix sartorii,Cinereous Owl,CIOW,STRSAR,Strix
Strix fulvescens,Fulvous Owl,FUOW,STRFUL,Strix
Strix virgata,Mottled Owl,MOOW,STRVIR,Strix
Strix nigrolineata,Black-and-white Owl,BLWO,STRNIG,Strix
Strix nebulosa,Great Gray Owl,GGOW,STRNEB,Strix
Asio otus,Long-eared Owl,LEOW,ASIOTU,Asio
Asio stygius,Stygian Owl,STOW,ASISTY,Asio
Asio flammeus,Short-eared Owl,SEOW,ASIFLA,Asio
Asio clamator,Striped Owl,STRO,ASICLA,Asio
Asio grammicus,Jamaican Owl,JAOW,ASIGRA,Asio
Aegolius funereus,Boreal Owl,BOOW,AEGFUN,Aegolius
Aegolius acadicus,Northern Saw-whet Owl,NSWO,AEGACA,Aegolius
Aegolius ridgwayi,Unspotted Saw-whet Owl,USWO,AEGRID,Aegolius
Ninox japonica,Northern Boobook,NOBB,NINJAP,Ninox
"Strigidae (gen, sp)",Unidentified Owl,UNOW,STRGSP,Strigidae
Priotelus temnurus,Cuban Trogon,CUTR,PRITEM,Priotelus
Priotelus roseigaster,Hispaniolan Trogon,HITR,PRIROS,Priotelus
Trogon clathratus,Lattice-tailed Trogon,LTTR,TROCLA,Trogon
Trogon massena,Slaty-tailed Trogon,STTR,TROMAS,Trogon
Trogon melanurus,Black-tailed Trogon,BTAT,TROMER,Trogon
Trogon melanocephalus,Black-headed Trogon,BHTR,TROMEC,Trogon
Trogon citreolus,Citreoline Trogon,CITR,TROCIT,Trogon
Trogon chionurus,White-tailed Trogon,WTAT,TROCHI,Trogon
Trogon bairdii,Baird's Trogon,BATR,TROBAI,Trogon
Trogon caligatus,Gartered Trogon,GATR,TROCAL,Trogon
Trogon rufus,Black-throated Trogon,BTHT,TRORUS,Trogon
Trogon elegans,Elegant Trogon,ELTR,TROELE,Trogon
Trogon mexicanus,Mountain Trogon,MOTR,TROMEX,Trogon
Trogon collaris,Collared Trogon,COTR,TROCOL,Trogon
Trogon collaris aurantiiventris,Orange-bellied Trogon,OBTR,TROCAU,Trogon
Euptilotis neoxenus,Eared Quetzal,EAQU,EUPNEO,Euptilotis
Pharomachrus auriceps,Golden-headed Quetzal,GHQU,PHAAUR,Pharomachrus
Pharomachrus mocinno,Resplendent Quetzal,REQU,PHAMOC,Pharomachrus
Upupa epops,Eurasian Hoopoe,EHOO,UPUEPO,Upupa
Todus multicolor,Cuban Tody,CUTO,TODMUL,Todus
Todus subulatus,Broad-billed Tody,BBTO,TODSUB,Todus
Todus angustirostris,Narrow-billed Tody,NBTO,TODANG,Todus
Todus todus,Jamaican Tody,JATO,TODTOD,Todus
Todus mexicanus,Puerto Rican Tody,PRTO,TODMEX,Todus
Hylomanes momotula,Tody Motmot,TOMO,HYLMOM,Hylomanes
Aspatha gularis,Blue-throated Motmot,BTMO,ASPGUL,Aspatha
Momotus mexicanus,Russet-crowned Motmot,RCMO,MOMMEX,Momotus
Momotus coeruliceps,Blue-capped Motmot,BCMO,MOMCOE,Momotus
Momotus lessonii,Lesson's Motmot,LEMO,MOMLES,Momotus
Momotus subrufescens,Whooping Motmot,WHMO,MOMSUB,Momotus
Baryphthengus martii,Rufous Motmot,RMOT,BARMAR,Baryphthengus
Electron carinatum,Keel-billed Motmot,KBMO,ELECAR,Electron
Electron platyrhynchum,Broad-billed Motmot,BBMO,ELEPLA,Electron
Eumomota superciliosa,Turquoise-browed Motmot,TBMO,EUMSUP,Eumomota
Megaceryle torquata,Ringed Kingfisher,RIKI,MEGTOR,Megaceryle
Megaceryle alcyon,Belted Kingfisher,BEKI,MEGALC,Megaceryle
Chloroceryle amazona,Amazon Kingfisher,AMKI,CHLAMA,Chloroceryle
Chloroceryle aenea,American Pygmy Kingfisher,APKI,CHLAEN,Chloroceryle
Chloroceryle americana,Green Kingfisher,GKIN,CHLAME,Chloroceryle
Chloroceryle inda,Green-and-rufous Kingfisher,GARK,CHLIND,Chloroceryle
Nystalus radiatus,Barred Puffbird,BAPU,NYSRAD,Nystalus
Notharchus hyperrhynchus,White-necked Puffbird,WNPU,NOTHYP,Notharchus
Notharchus pectoralis,Black-breasted Puffbird,BBPU,NOTPEC,Notharchus
Notharchus tectus,Pied Puffbird,PIPU,NOTTEC,Notharchus
Malacoptila panamensis,White-whiskered Puffbird,WWPU,MALPAN,Malacoptila
Micromonacha lanceolata,Lanceolated Monklet,LAMO,MICLAN,Micromonacha
Nonnula frontalis,Gray-cheeked Nunlet,GCNU,NONFRO,Nonnula
Monasa morphoeus,White-fronted Nunbird,WFNU,MONMOR,Monasa
Brachygalba salmoni,Dusky-backed Jacamar,DBJA,BRASAL,Brachygalba
Galbula ruficauda,Rufous-tailed Jacamar,RTJA,GALRUF,Galbula
Jacamerops aureus,Great Jacamar,GREJ,JACAUR,Jacamerops
Capito maculicoronatus,Spot-crowned Barbet,SCBA,CAPMAC,Capito
Eubucco bourcierii,Red-headed Barbet,RHBA,EUBBOU,Eubucco
Semnornis frantzii,Prong-billed Barbet,PBBA,SEMFRA,Semnornis
Aulacorhynchus prasinus,Northern Emerald-Toucanet,NOET,AULPRA,Aulacorhynchus
Pteroglossus torquatus,Collared Aracari,COAR,PTETOR,Pteroglossus
Pteroglossus frantzii,Fiery-billed Aracari,FBAR,PTEFRA,Pteroglossus
Selenidera spectabilis,Yellow-eared Toucanet,YETO,SELSPT,Selenidera
Ramphastos sulfuratus,Keel-billed Toucan,KBTO,RAMSUL,Ramphastos
Ramphastos ambiguus,Yellow-throated Toucan,YTTO,RAMAMB,Ramphastos
Jynx torquilla,Eurasian Wryneck,EUWR,JYNTOR,Jynx
Picumnus olivaceus,Olivaceous Piculet,OLPI,PICOLI,Picumnus
Nesoctites micromegas,Antillean Piculet,ANPI,NESMIC,Nesoctites
Melanerpes lewis,Lewis's Woodpecker,LEWO,MELLEW,Melanerpes
Melanerpes herminieri,Guadeloupe Woodpecker,GUWO,MELHER,Melanerpes
Melanerpes portoricensis,Puerto Rican Woodpecker,PRWO,MENPOR,Melanerpes
Melanerpes erythrocephalus,Red-headed Woodpecker,RHWO,MELERY,Melanerpes
Melanerpes formicivorus,Acorn Woodpecker,ACWO,MELFOR,Melanerpes
Melanerpes chrysauchen,Golden-naped Woodpecker,GNWO,MELCHC,Melanerpes
Melanerpes pucherani,Black-cheeked Woodpecker,BCWO,MELPUC,Melanerpes
Melanerpes striatus,Hispaniolan Woodpecker,HIWO,MELSTR,Melanerpes
Melanerpes radiolatus,Jamaican Woodpecker,JAWO,MELRAD,Melanerpes
Melanerpes chrysogenys,Golden-cheeked Woodpecker,GCHW,MELCHG,Melanerpes
Melanerpes hypopolius,Gray-breasted Woodpecker,GBWO,MELHYI,Melanerpes
Melanerpes pygmaeus,Yucatan Woodpecker,YUWO,MELPYG,Melanerpes
Melanerpes rubricapillus,Red-crowned Woodpecker,RCRW,MELRUB,Melanerpes
Melanerpes uropygialis,Gila Woodpecker,GIWO,MELURO,Melanerpes
Melanerpes hoffmannii,Hoffmann's Woodpecker,HOWO,MELHOF,Melanerpes
Melanerpes aurifrons,Golden-fronted Woodpecker,GFWO,MELAUR,Melanerpes
Melanerpes carolinus,Red-bellied Woodpecker,RBWO,MELCAR,Melanerpes
Melanerpes superciliaris,West Indian Woodpecker,WIWO,MELSUP,Melanerpes
Sphyrapicus thyroideus,Williamson's Sapsucker,WISA,SPHTHY,Sphyrapicus
Sphyrapicus varius,Yellow-bellied Sapsucker,YBSA,SPHVAR,Sphyrapicus
Sphyrapicus nuchalis,Red-naped Sapsucker,RNSA,SPHNUC,Sphyrapicus
Sphyrapicus ruber,Red-breasted Sapsucker,RBSA,SPHRUB,Sphyrapicus
Sphyrapicus hybrid,Hybrid Sapsucker,HYSA,SPHHYB,Sphyrapicus
Sphyrapicus (sp),Unidentified Sapsucker,UNSA,SPHSPE,Sphyrapicus
Xiphidiopicus percussus,Cuban Green Woodpecker,CGWO,XIPPER,Xiphidiopicus
Picoides dorsalis,American Three-toed Woodpecker,ATTW,PICDOR,Picoides
Picoides arcticus,Black-backed Woodpecker,BBWO,PICARC,Picoides
Dendrocopos major,Great Spotted Woodpecker,GSWO,DENMAJ,Dendrocopos
Dryobates pubescens,Downy Woodpecker,DOWO,DRYPUB,Dryobates
Dryobates nuttallii,Nuttall's Woodpecker,NUWO,DRYNUT,Dryobates
Dryobates scalaris,Ladder-backed Woodpecker,LBWO,DRYSCA,Dryobates
Dryobates borealis,Red-cockaded Woodpecker,RCWO,DRYBOR,Dryobates
Dryobates villosus,Hairy Woodpecker,HAWO,DRYVIL,Dryobates
Dryobates albolarvatus,White-headed Woodpecker,WHWO,DRYALB,Dryobates
Dryobates fumigatus,Smoky-brown Woodpecker,SMBW,DRYFUM,Dryobates
Dryobates arizonae,Arizona Woodpecker,ARWO,DRYARI,Dryobates
Dryobates stricklandi,Strickland's Woodpecker,STCW,DRYSTR,Dryobates
Dryobates kirkii,Red-rumped Woodpecker,RRWO,DRYKIR,Dryobates
Piculus simplex,Rufous-winged Woodpecker,RWWO,PICSIM,Piculus
Piculus callopterus,Stripe-cheeked Woodpecker,SCHW,PICCAL,Piculus
Piculus chrysochloros,Golden-green Woodpecker,GGWO,PICCHR,Piculus
Colaptes rubiginosus,Golden-olive Woodpecker,GOWO,COLRUB,Colaptes
Colaptes auricularis,Gray-crowned Woodpecker,GRCW,COLAUC,Colaptes
Colaptes punctigula,Spot-breasted Woodpecker,SBWP,COLPUN,Colaptes
Colaptes auratus,Northern Flicker,NOFL,COLAUT,Colaptes
Colaptes mexicanoides,Guatemalan Flicker,GUFL,COLMEX,Colaptes
Colaptes auratus auratus,Yellow-shafted Flicker,YSFL,COLAAU,Colaptes
Colaptes auratus auratus x cafer,Flicker Intergrade,FLIN,COLAAC,Colaptes
Colaptes auratus cafer,Red-shafted Flicker,RSFL,COLACA,Colaptes
Colaptes chrysoides,Gilded Flicker,GIFL,COLCHR,Colaptes
Colaptes fernandinae,Fernandina's Flicker,FEFL,COLFER,Colaptes
Celeus loricatus,Cinnamon Woodpecker,CIWO,CELLOR,Celeus
Celeus castaneus,Chestnut-colored Woodpecker,CCOW,CELCAS,Celeus
Dryocopus lineatus,Lineated Woodpecker,LIWO,DRYLIN,Dryocopus
Dryocopus pileatus,Pileated Woodpecker,PIWO,DRYPIL,Dryocopus
Campephilus haematogaster,Crimson-bellied Woodpecker,CBWO,CAMHAE,Campephilus
Campephilus melanoleucos,Crimson-crested Woodpecker,CCRW,CAMMEL,Campephilus
Campephilus guatemalensis,Pale-billed Woodpecker,PBIW,CAMGUA,Campephilus
Campephilus principalis,Ivory-billed Woodpecker,IBWO,CAMPRI,Campephilus
Campephilus imperialis,Imperial Woodpecker,IMWO,CAMIMP,Campephilus
"Picinae (gen, sp)",Unidentified Woodpecker,UNWO,PICGSP,Picinae
Herpetotheres cachinnans,Laughing Falcon,LAFA,HERCAC,Herpetotheres
Micrastur ruficollis,Barred Forest-Falcon,BAFF,MICRUF,Micrastur
Micrastur mirandollei,Slaty-backed Forest-Falcon,SBFF,MICMIR,Micrastur
Micrastur semitorquatus,Collared Forest-Falcon,COFF,MICSEM,Micrastur
Ibycter americanus,Red-throated Caracara,RTCA,IBYAME,Ibycter
Caracara plancus,Crested Caracara,CRCA,CARPLA,Caracara
Caracara plancus audubonii,Audubon's Crested Caracara,ACCA,CARPLU,Caracara
Caracara lutosa,Guadalupe Caracara,GUCA,CARLUT,Caracara
Milvago chimachima,Yellow-headed Caracara,YHCA,MILCHI,Milvago
Falco tinnunculus,Eurasian Kestrel,EUKE,FALTIN,Falco
Falco sparverius,American Kestrel,AMKE,FALSPA,Falco
Falco vespertinus,Red-footed Falcon,RFFA,FALVES,Falco
